Day,Year,Hour,Minute,Second,Name,Shares,Ask_Price,Bid_Price
125,2020,14,15,42,TUES,10,0.4868,0.48
125,2020,14,17,15,TUES,10,0.4864,0.4795
125,2020,14,21,21,MDGS,10,3.35,3.34
125,2020,14,21,31,MDGS,10,3.34,3.33
125,2020,14,21,32,TUES,10,0.4862,0.4795
125,2020,14,21,53,MDGS,10,3.34,3.3
125,2020,14,22,33,MDGS,10,3.3,3.24
125,2020,14,22,53,TUES,10,0.4862,0.4775
125,2020,14,23,43,TUES,10,0.4862,0.478
125,2020,14,25,6,TUES,10,0.4862,0.479
125,2020,14,25,18,MDGS,10,3.3,3.26
125,2020,14,25,47,MDGS,10,3.3,3.24
125,2020,14,25,47,TUES,10,0.4849,0.479
125,2020,14,26,49,MDGS,10,3.3,3.26
125,2020,14,27,9,MDGS,10,3.3,3.24
125,2020,14,27,10,TUES,10,0.4789,0.4785
125,2020,14,27,21,MDGS,10,3.29,3.24
125,2020,14,27,22,TUES,10,0.4789,0.4775
125,2020,14,27,41,MDGS,10,3.3,3.25
125,2020,14,27,51,MDGS,10,3.34,3.3
125,2020,14,31,7,MDGS,10,3.34,3.32
125,2020,14,31,16,MDGS,10,3.34,3.3
125,2020,14,31,17,TUES,10,0.479,0.4775
125,2020,14,31,29,TUES,10,0.479,0.4789
125,2020,14,34,3,TUES,10,0.4799,0.4789
125,2020,14,34,12,TUES,10,0.4862,0.4789
125,2020,14,34,22,TUES,10,0.4799,0.4789
125,2020,14,34,43,TUES,10,0.4862,0.4789
125,2020,14,35,4,TUES,10,0.4799,0.4789
125,2020,14,35,36,TUES,10,0.4862,0.4789
125,2020,14,35,44,TUES,10,0.4799,0.4789
125,2020,14,36,6,TUES,10,0.4862,0.4789
125,2020,14,36,26,TUES,10,0.4799,0.4789
125,2020,14,36,46,MDGS,10,3.33,3.3
125,2020,14,37,48,TUES,10,0.48,0.4799
125,2020,14,38,28,TUES,10,0.48,0.4789
125,2020,14,45,45,MDGS,10,3.33,3.32
125,2020,14,45,45,TUES,10,0.4833,0.4789
125,2020,14,45,46,AMD,10,52.3,52.29
125,2020,14,45,46,NVDA,10,291.31,291.24
125,2020,14,45,48,AMD,10,52.32,52.31
125,2020,14,45,48,NVDA,10,291.46,291.37
125,2020,14,45,51,AMD,10,52.32,52.3
125,2020,14,45,51,NVDA,10,291.44,291.39
125,2020,14,45,58,AMD,10,52.32,52.31
125,2020,14,45,59,NVDA,10,291.48,291.44
125,2020,14,46,8,AMD,10,52.34,52.33
125,2020,14,46,9,NVDA,10,291.48,291.39
125,2020,14,46,19,TUES,10,0.4832,0.4789
125,2020,14,46,19,AMD,10,52.33,52.32
125,2020,14,46,20,NVDA,10,291.39,291.3
125,2020,14,46,29,NVDA,10,291.36,291.29
125,2020,14,46,40,AMD,10,52.34,52.33
125,2020,14,46,41,NVDA,10,291.34,291.28
125,2020,14,46,50,TUES,10,0.4832,0.48
125,2020,14,46,50,AMD,10,52.38,52.37
125,2020,14,46,51,NVDA,10,291.4,291.34
125,2020,14,47,1,AMD,10,52.36,52.34
125,2020,14,47,2,NVDA,10,291.13,291.04
125,2020,14,47,11,TUES,10,0.4832,0.4789
125,2020,14,47,11,AMD,10,52.36,52.35
125,2020,14,47,12,NVDA,10,291.26,291.18
125,2020,14,47,23,NVDA,10,291.34,291.28
125,2020,14,47,32,AMD,10,52.37,52.36
125,2020,14,47,32,NVDA,10,291.33,291.27
125,2020,14,47,42,AMD,10,52.35,52.34
125,2020,14,47,42,NVDA,10,291.14,291.03
125,2020,14,47,51,MDGS,10,3.33,3.31
125,2020,14,47,52,AMD,10,52.37,52.36
125,2020,14,47,53,NVDA,10,291.35,291.24
125,2020,14,48,4,NVDA,10,291.25,291.16
125,2020,14,48,11,AMD,10,52.33,52.32
125,2020,14,48,12,NVDA,10,291.0,290.94
125,2020,14,48,25,AMD,10,52.31,52.29
125,2020,14,48,26,NVDA,10,291.01,290.95
125,2020,14,48,34,AMD,10,52.3,52.29
125,2020,14,48,34,NVDA,10,290.97,290.9
125,2020,14,48,44,AMD,10,52.33,52.32
125,2020,14,48,45,NVDA,10,290.96,290.89
125,2020,14,48,54,NVDA,10,290.95,290.83
125,2020,14,49,4,NVDA,10,290.98,290.9
125,2020,14,49,16,AMD,10,52.36,52.35
125,2020,14,49,17,NVDA,10,291.17,291.03
125,2020,14,49,25,TUES,10,0.4831,0.4789
125,2020,14,49,26,AMD,10,52.37,52.36
125,2020,14,49,26,NVDA,10,291.2,291.15
125,2020,14,49,35,AMD,10,52.38,52.37
125,2020,14,49,36,NVDA,10,291.05,290.94
125,2020,14,49,47,AMD,10,52.4,52.39
125,2020,14,49,48,NVDA,10,291.1,291.03
125,2020,14,49,55,TUES,10,0.483,0.4789
125,2020,14,49,56,NVDA,10,291.25,291.14
125,2020,14,50,7,TUES,10,0.4829,0.4799
125,2020,14,50,7,AMD,10,52.36,52.35
125,2020,14,50,8,NVDA,10,291.24,291.06
125,2020,14,50,17,TUES,10,0.4862,0.4799
125,2020,14,50,18,AMD,10,52.38,52.37
125,2020,14,50,19,NVDA,10,291.38,291.26
125,2020,14,50,28,NVDA,10,291.27,291.21
125,2020,14,50,37,AMD,10,52.4,52.39
125,2020,14,50,38,NVDA,10,291.4,291.32
125,2020,14,50,48,AMD,10,52.43,52.42
125,2020,14,50,48,NVDA,10,291.34,291.19
125,2020,14,50,57,AMD,10,52.42,52.41
125,2020,14,50,58,NVDA,10,291.38,291.24
125,2020,14,51,8,NVDA,10,291.34,291.26
125,2020,14,51,19,AMD,10,52.41,52.4
125,2020,14,51,20,NVDA,10,291.3,291.21
125,2020,14,51,29,AMD,10,52.39,52.38
125,2020,14,51,29,NVDA,10,291.13,291.04
125,2020,14,51,39,TUES,10,0.483,0.4799
125,2020,14,51,40,NVDA,10,291.15,291.1
125,2020,14,51,49,TUES,10,0.4862,0.4799
125,2020,14,51,50,AMD,10,52.36,52.35
125,2020,14,51,50,NVDA,10,291.08,290.97
125,2020,14,51,59,TUES,10,0.4831,0.4799
125,2020,14,52,0,AMD,10,52.39,52.38
125,2020,14,52,0,NVDA,10,291.15,291.05
125,2020,14,52,11,AMD,10,52.4,52.39
125,2020,14,52,12,NVDA,10,291.16,291.08
125,2020,14,52,21,TUES,10,0.4815,0.4799
125,2020,14,52,22,AMD,10,52.42,52.41
125,2020,14,52,23,NVDA,10,291.2,291.12
125,2020,14,52,31,AMD,10,52.41,52.4
125,2020,14,52,32,NVDA,10,291.21,291.12
125,2020,14,52,41,TUES,10,0.4807,0.4799
125,2020,14,52,42,AMD,10,52.39,52.38
125,2020,14,52,43,NVDA,10,291.16,291.08
125,2020,14,52,51,TUES,10,0.4803,0.4799
125,2020,14,52,52,NVDA,10,291.07,291.02
125,2020,14,53,2,AMD,10,52.37,52.36
125,2020,14,53,2,NVDA,10,291.15,291.07
125,2020,14,53,12,TUES,10,0.4863,0.4799
125,2020,14,53,13,NVDA,10,291.18,291.13
125,2020,14,53,22,AMD,10,52.36,52.35
125,2020,14,53,23,NVDA,10,291.17,291.12
125,2020,14,53,32,AMD,10,52.35,52.34
125,2020,14,53,33,NVDA,10,291.17,291.1
125,2020,14,53,43,AMD,10,52.34,52.33
125,2020,14,53,44,NVDA,10,291.13,291.04
125,2020,14,53,53,AMD,10,52.33,52.32
125,2020,14,53,54,NVDA,10,291.1,290.96
125,2020,14,54,2,MDGS,10,3.32,3.28
125,2020,14,54,3,AMD,10,52.31,52.3
125,2020,14,54,3,NVDA,10,291.05,290.97
125,2020,14,54,15,NVDA,10,291.12,291.07
125,2020,14,54,23,MDGS,10,3.3,3.27
125,2020,14,54,24,AMD,10,52.32,52.31
125,2020,14,54,24,NVDA,10,291.15,291.1
125,2020,14,54,32,MDGS,10,3.29,3.27
125,2020,14,54,33,AMD,10,52.34,52.33
125,2020,14,54,34,NVDA,10,291.3,291.23
125,2020,14,54,42,MDGS,10,3.3,3.27
125,2020,14,54,44,AMD,10,52.35,52.34
125,2020,14,54,44,NVDA,10,291.36,291.3
125,2020,14,54,54,AMD,10,52.34,52.33
125,2020,14,54,55,NVDA,10,290.94,290.9
125,2020,14,55,3,MDGS,10,3.29,3.27
125,2020,14,55,4,TUES,10,0.483,0.4799
125,2020,14,55,4,AMD,10,52.39,52.38
125,2020,14,55,5,NVDA,10,291.17,291.08
125,2020,14,55,14,TUES,10,0.4831,0.4799
125,2020,14,55,15,NVDA,10,291.06,291.01
125,2020,14,55,25,TUES,10,0.483,0.4789
125,2020,14,55,26,AMD,10,52.43,52.42
125,2020,14,55,27,NVDA,10,291.37,291.28
125,2020,14,55,34,TUES,10,0.483,0.478
125,2020,14,55,35,NVDA,10,291.3,291.27
125,2020,14,55,45,TUES,10,0.4809,0.478
125,2020,14,55,45,AMD,10,52.45,52.44
125,2020,14,55,46,NVDA,10,291.44,291.39
125,2020,14,55,56,AMD,10,52.46,52.45
125,2020,14,55,56,NVDA,10,291.48,291.45
125,2020,14,56,6,AMD,10,52.47,52.46
125,2020,14,56,6,NVDA,10,291.37,291.3
125,2020,14,56,16,AMD,10,52.41,52.4
125,2020,14,56,17,NVDA,10,291.22,291.17
125,2020,14,56,25,TUES,10,0.4809,0.48
125,2020,14,56,26,AMD,10,52.45,52.44
125,2020,14,56,27,NVDA,10,291.39,291.27
125,2020,14,56,35,AMD,10,52.46,52.45
125,2020,14,56,36,NVDA,10,291.52,291.48
125,2020,14,56,46,NVDA,10,291.68,291.65
125,2020,14,56,57,AMD,10,52.48,52.47
125,2020,14,56,59,NVDA,10,291.76,291.72
125,2020,14,57,6,MDGS,10,3.29,3.28
125,2020,14,57,7,AMD,10,52.49,52.48
125,2020,14,57,8,NVDA,10,291.72,291.65
125,2020,14,57,20,NVDA,10,291.73,291.68
125,2020,14,57,28,NVDA,10,291.77,291.74
125,2020,14,57,36,MDGS,10,3.29,3.27
125,2020,14,57,37,AMD,10,52.5,52.49
125,2020,14,57,38,NVDA,10,291.75,291.67
125,2020,14,57,47,MDGS,10,3.29,3.28
125,2020,14,57,48,AMD,10,52.54,52.53
125,2020,14,57,48,NVDA,10,291.73,291.66
125,2020,14,57,58,AMD,10,52.55,52.54
125,2020,14,57,59,NVDA,10,291.79,291.76
125,2020,14,58,7,MDGS,10,3.29,3.27
125,2020,14,58,9,AMD,10,52.54,52.53
125,2020,14,58,9,NVDA,10,291.69,291.6
125,2020,14,58,19,NVDA,10,291.63,291.56
125,2020,14,58,29,NVDA,10,291.6,291.56
125,2020,14,58,39,AMD,10,52.55,52.54
125,2020,14,58,39,NVDA,10,291.4,291.35
125,2020,14,58,48,MDGS,10,3.3,3.27
125,2020,14,58,48,TUES,10,0.4809,0.478
125,2020,14,58,49,NVDA,10,291.41,291.3
125,2020,14,58,59,MDGS,10,3.31,3.3
125,2020,14,59,0,TUES,10,0.4809,0.48
125,2020,14,59,0,AMD,10,52.51,52.5
125,2020,14,59,1,NVDA,10,291.35,291.3
125,2020,14,59,10,AMD,10,52.52,52.51
125,2020,14,59,10,NVDA,10,291.14,291.11
125,2020,14,59,22,AMD,10,52.51,52.5
125,2020,14,59,22,NVDA,10,290.93,290.9
125,2020,14,59,31,AMD,10,52.5,52.49
125,2020,14,59,31,NVDA,10,291.29,291.27
125,2020,14,59,40,MDGS,10,3.32,3.3
125,2020,14,59,41,AMD,10,52.55,52.54
125,2020,14,59,42,NVDA,10,291.19,291.11
125,2020,14,59,51,MDGS,10,3.31,3.3
125,2020,14,59,52,TUES,10,0.4808,0.48
125,2020,14,59,52,AMD,10,52.59,52.58
125,2020,14,59,53,NVDA,10,291.74,291.62
125,2020,15,0,2,TUES,10,0.4869,0.4751
125,2020,15,0,3,AMD,10,52.58,52.45
125,2020,15,0,4,NVDA,10,291.85,290.98
125,2020,15,0,11,MDGS,10,3.31,3.22
125,2020,15,0,12,AMD,10,52.6,52.45
125,2020,15,0,31,MDGS,10,3.3,3.22
125,2020,15,0,42,MDGS,10,3.31,3.22
125,2020,15,0,43,AMD,10,52.6,52.57
125,2020,15,0,44,NVDA,10,291.7,291.2
125,2020,15,0,55,AMD,10,52.6,52.45
125,2020,15,1,2,MDGS,10,3.34,3.22
125,2020,15,1,4,AMD,10,52.6,52.57
125,2020,15,1,13,NVDA,10,291.35,291.21
125,2020,15,1,25,AMD,10,52.56,52.45
125,2020,15,1,36,AMD,10,52.55,52.45
125,2020,15,1,36,NVDA,10,291.28,291.21
125,2020,15,1,44,MDGS,10,3.34,3.33
125,2020,15,1,46,AMD,10,52.6,52.45
125,2020,15,1,47,NVDA,10,291.28,290.98
125,2020,15,2,47,AMD,10,52.56,52.45
125,2020,15,2,56,AMD,10,52.6,52.45
125,2020,15,3,18,NVDA,10,291.2,290.98
125,2020,15,3,49,AMD,10,52.55,52.45
125,2020,15,4,48,MDGS,10,3.36,3.34
125,2020,15,4,50,NVDA,10,291.1,290.98
125,2020,15,5,19,NVDA,10,291.1,290.9
125,2020,15,5,31,NVDA,10,291.1,290.75
125,2020,15,5,41,NVDA,10,291.0,290.75
125,2020,15,6,12,NVDA,10,290.95,290.75
125,2020,15,6,31,MDGS,10,3.38,3.36
125,2020,15,6,34,NVDA,10,291.1,290.75
125,2020,15,6,44,NVDA,10,291.34,290.75
125,2020,15,7,4,NVDA,10,291.15,290.75
125,2020,15,7,12,MDGS,10,3.38,3.22
125,2020,15,7,24,NVDA,10,291.1,290.75
125,2020,15,7,46,NVDA,10,291.3,290.75
125,2020,15,7,54,MDGS,10,3.39,3.22
125,2020,15,7,56,NVDA,10,291.35,290.75
125,2020,15,8,5,AMD,10,52.52,52.45
125,2020,15,8,5,NVDA,10,291.15,290.75
125,2020,15,8,57,AMD,10,52.5,52.45
125,2020,15,9,7,AMD,10,52.48,52.45
125,2020,15,9,39,AMD,10,52.45,52.36
125,2020,15,9,50,NVDA,10,291.34,290.75
125,2020,15,10,10,NVDA,10,291.2,290.75
125,2020,15,10,29,AMD,10,52.42,52.36
125,2020,15,10,51,AMD,10,52.41,52.36
125,2020,15,11,0,AMD,10,52.4,52.37
125,2020,15,11,11,NVDA,10,291.34,290.75
125,2020,15,11,23,AMD,10,52.4,52.36
125,2020,15,11,24,NVDA,10,291.3,290.75
125,2020,15,11,43,NVDA,10,291.25,290.75
125,2020,15,12,23,AMD,10,52.43,52.4
125,2020,15,12,44,AMD,10,52.45,52.4
125,2020,15,12,44,NVDA,10,291.25,291.0
125,2020,15,13,3,NVDA,10,291.0,290.75
125,2020,15,13,24,AMD,10,52.45,52.36
125,2020,15,13,24,NVDA,10,291.25,290.75
125,2020,15,13,36,AMD,10,52.45,52.35
125,2020,15,13,45,AMD,10,52.43,52.35
125,2020,15,13,56,NVDA,10,291.09,290.75
125,2020,15,14,15,AMD,10,52.43,52.32
125,2020,15,14,45,AMD,10,52.43,52.35
125,2020,15,14,56,AMD,10,52.43,52.36
125,2020,15,17,1,AMD,10,52.43,52.39
125,2020,15,17,1,NVDA,10,291.09,290.7
125,2020,15,17,20,NVDA,10,291.09,290.75
125,2020,15,17,51,AMD,10,52.43,52.36
125,2020,15,19,3,AMD,10,52.4,52.36
125,2020,15,19,24,AMD,10,52.4,52.39
125,2020,15,19,35,AMD,10,52.45,52.39
125,2020,15,19,43,AMD,10,52.47,52.39
125,2020,15,20,46,NVDA,10,290.95,290.75
125,2020,15,21,7,AMD,10,52.47,52.41
125,2020,15,21,17,AMD,10,52.5,52.41
125,2020,15,23,21,AMD,10,52.5,52.42
125,2020,15,24,24,AMD,10,52.57,52.42
125,2020,15,24,32,AMD,10,52.57,52.5
125,2020,15,25,15,AMD,10,52.57,52.54
125,2020,15,25,25,AMD,10,52.57,52.55
125,2020,15,25,36,AMD,10,52.57,52.54
125,2020,15,25,46,AMD,10,52.57,52.53
125,2020,15,25,46,NVDA,10,291.09,290.96
125,2020,15,25,55,AMD,10,52.57,52.54
125,2020,15,26,16,AMD,10,52.57,52.36
125,2020,15,26,38,NVDA,10,291.24,291.12
125,2020,15,26,48,NVDA,10,291.12,290.96
125,2020,15,26,57,NVDA,10,291.24,290.96
125,2020,15,28,0,AMD,10,52.6,52.36
125,2020,15,28,1,NVDA,10,291.24,290.75
125,2020,15,29,33,NVDA,10,291.0,290.75
125,2020,15,29,43,NVDA,10,291.24,290.75
125,2020,15,29,54,NVDA,10,291.0,290.75
125,2020,15,30,44,AMD,10,52.6,52.51
125,2020,15,31,37,AMD,10,52.6,52.53
125,2020,15,32,20,AMD,10,52.6,52.51
125,2020,15,32,51,AMD,10,52.55,52.51
125,2020,15,33,20,AMD,10,52.55,52.36
125,2020,15,34,2,AMD,10,52.55,52.48
125,2020,15,34,20,MDGS,10,3.38,3.22
125,2020,15,34,31,MDGS,10,3.39,3.22
125,2020,15,36,35,MDGS,10,3.35,3.22
125,2020,15,36,48,AMD,10,52.55,52.4
125,2020,15,36,55,MDGS,10,3.38,3.22
125,2020,15,37,7,AMD,10,52.55,52.43
125,2020,15,37,18,AMD,10,52.55,52.48
125,2020,15,37,27,AMD,10,52.5,52.45
125,2020,15,37,38,AMD,10,52.5,52.46
125,2020,15,37,57,NVDA,10,291.24,290.75
125,2020,15,38,18,AMD,10,52.5,52.47
125,2020,15,38,29,AMD,10,52.5,52.46
125,2020,15,40,1,MDGS,10,3.39,3.22
125,2020,15,40,2,AMD,10,52.5,52.43
125,2020,15,40,11,MDGS,10,3.38,3.22
125,2020,15,40,33,AMD,10,52.5,52.46
125,2020,15,40,54,NVDA,10,291.24,290.92
125,2020,15,41,4,AMD,10,52.5,52.47
125,2020,15,41,35,AMD,10,52.5,52.4
125,2020,15,41,45,AMD,10,52.48,52.4
125,2020,15,43,8,AMD,10,52.48,52.41
125,2020,15,43,48,AMD,10,52.47,52.41
125,2020,15,44,11,NVDA,10,291.24,290.75
125,2020,15,44,51,AMD,10,52.48,52.41
125,2020,15,45,0,MDGS,10,3.39,3.21
125,2020,15,45,10,MDGS,10,3.38,3.21
125,2020,15,45,32,AMD,10,52.45,52.41
125,2020,15,46,4,AMD,10,52.45,52.38
125,2020,15,46,14,MDGS,10,3.38,3.27
125,2020,15,46,15,AMD,10,52.49,52.38
125,2020,15,47,6,AMD,10,52.45,52.38
125,2020,15,47,36,AMD,10,52.47,52.38
125,2020,15,48,5,MDGS,10,3.36,3.27
125,2020,15,48,49,NVDA,10,290.99,290.75
125,2020,15,49,30,AMD,10,52.47,52.45
125,2020,15,49,49,AMD,10,52.47,52.42
125,2020,15,50,0,AMD,10,52.47,52.44
125,2020,15,50,10,AMD,10,52.47,52.45
125,2020,15,50,31,AMD,10,52.47,52.44
125,2020,15,50,42,AMD,10,52.47,52.45
125,2020,15,50,51,MDGS,10,3.36,3.09
125,2020,15,50,53,NVDA,10,291.24,290.75
125,2020,15,51,12,AMD,10,52.5,52.45
125,2020,15,51,33,AMD,10,52.5,52.46
125,2020,15,51,43,AMD,10,52.5,52.45
125,2020,15,52,15,AMD,10,52.52,52.45
125,2020,15,52,25,AMD,10,52.52,52.46
125,2020,15,53,37,AMD,10,52.52,52.47
125,2020,15,53,48,AMD,10,52.52,52.48
125,2020,15,54,19,AMD,10,52.52,52.46
125,2020,15,56,41,MDGS,10,3.35,3.09
125,2020,15,57,1,MDGS,10,3.32,3.09
125,2020,15,57,55,NVDA,10,291.17,290.75
125,2020,15,58,16,AMD,10,52.55,52.52
125,2020,15,58,28,NVDA,10,291.24,290.75
125,2020,15,58,36,AMD,10,52.55,52.46
125,2020,16,2,1,NVDA,10,291.08,290.75
125,2020,16,3,35,NVDA,10,291.24,290.75
125,2020,16,5,7,MDGS,10,3.38,3.09
125,2020,16,5,37,AMD,10,52.55,52.47
125,2020,16,6,48,AMD,10,52.54,52.47
125,2020,16,6,59,AMD,10,52.55,52.47
125,2020,16,9,1,MDGS,10,3.39,3.09
125,2020,16,9,11,MDGS,10,3.38,3.09
125,2020,16,9,42,MDGS,10,3.32,3.09
125,2020,16,10,35,AMD,10,52.55,52.5
125,2020,16,10,45,AMD,10,52.55,52.47
125,2020,16,17,47,NVDA,10,291.1,290.75
125,2020,16,18,36,NVDA,10,291.0,290.7
125,2020,16,19,59,AMD,10,52.5,52.47
125,2020,16,20,10,NVDA,10,290.95,290.7
125,2020,16,20,30,AMD,10,52.55,52.47
125,2020,16,20,31,NVDA,10,290.9,290.7
125,2020,16,24,25,NVDA,10,290.9,290.77
125,2020,16,24,56,AMD,10,52.55,52.51
125,2020,16,26,58,MDGS,10,3.39,3.09
125,2020,16,27,39,AMD,10,52.54,52.51
125,2020,16,27,50,AMD,10,52.56,52.51
125,2020,16,29,21,AMD,10,52.54,52.51
125,2020,16,32,26,AMD,10,52.56,52.51
125,2020,16,32,46,MDGS,10,3.32,3.09
125,2020,16,36,21,NVDA,10,290.8,290.77
125,2020,16,37,52,MDGS,10,3.39,3.09
125,2020,16,38,13,AMD,10,52.55,52.51
125,2020,16,38,55,AMD,10,52.56,52.51
125,2020,16,41,48,MDGS,10,3.32,3.09
125,2020,16,43,33,NVDA,10,290.9,290.77
125,2020,16,44,12,AMD,10,52.56,52.52
125,2020,16,48,48,AMD,10,52.56,52.54
125,2020,16,50,2,NVDA,10,291.24,290.77
125,2020,16,50,42,AMD,10,52.54,52.52
125,2020,16,51,12,AMD,10,52.56,52.52
125,2020,16,52,24,AMD,10,52.55,52.52
125,2020,16,52,54,MDGS,10,3.39,3.27
125,2020,16,53,5,MDGS,10,3.39,3.32
125,2020,16,54,58,MDGS,10,3.39,3.09
125,2020,16,56,38,MDGS,10,3.39,3.27
125,2020,16,59,14,AMD,10,52.55,52.45
125,2020,17,0,15,TUES,10,0.5,0.4751
125,2020,17,0,26,TUES,10,0.5,0.47
125,2020,17,0,37,TUES,10,0.505,0.47
125,2020,17,0,56,AMD,10,52.56,52.45
125,2020,17,2,9,NVDA,10,291.24,290.8
125,2020,17,4,21,AMD,10,52.56,52.5
125,2020,17,4,30,AMD,10,52.56,52.45
125,2020,17,4,51,AMD,10,52.56,52.51
125,2020,17,5,59,MDGS,10,3.39,3.27
125,2020,17,6,0,TUES,10,0.505,0.47
125,2020,17,6,0,AMD,10,52.56,52.51
125,2020,17,6,1,NVDA,10,291.24,290.85
125,2020,17,12,13,AMD,10,52.56,52.52
125,2020,17,12,55,AMD,10,52.56,52.54
125,2020,17,13,5,AMD,10,52.55,52.54
125,2020,17,13,36,AMD,10,52.55,52.52
125,2020,17,13,57,NVDA,10,291.24,291.0
125,2020,17,18,34,NVDA,10,291.35,291.0
125,2020,17,19,3,AMD,10,52.56,52.52
125,2020,17,20,37,AMD,10,52.56,52.51
125,2020,17,21,19,AMD,10,52.56,52.45
125,2020,17,21,20,NVDA,10,291.35,291.27
125,2020,17,21,29,NVDA,10,291.35,291.0
125,2020,17,21,40,NVDA,10,291.4,291.0
125,2020,17,21,50,NVDA,10,291.39,291.0
125,2020,17,24,36,NVDA,10,291.38,291.0
125,2020,17,26,5,AMD,10,52.55,52.45
125,2020,17,26,6,NVDA,10,291.48,291.31
125,2020,17,26,17,NVDA,10,291.73,291.0
125,2020,17,26,37,AMD,10,52.52,52.45
125,2020,17,27,7,AMD,10,52.56,52.45
125,2020,17,27,38,AMD,10,52.55,52.45
125,2020,17,29,33,AMD,10,52.55,52.5
125,2020,17,34,3,AMD,10,52.56,52.5
125,2020,17,37,0,NVDA,10,291.55,291.0
125,2020,17,37,30,NVDA,10,291.73,291.0
125,2020,17,41,49,AMD,10,52.6,52.5
125,2020,17,41,59,AMD,10,52.65,52.5
125,2020,17,42,30,AMD,10,52.64,52.5
125,2020,17,42,51,AMD,10,52.58,52.5
125,2020,17,45,13,AMD,10,52.58,52.55
125,2020,17,45,55,AMD,10,52.58,52.56
125,2020,17,46,36,AMD,10,52.58,52.5
125,2020,17,47,6,AMD,10,52.58,52.52
125,2020,17,48,49,AMD,10,52.53,52.5
125,2020,17,48,59,AMD,10,52.58,52.5
125,2020,17,52,45,AMD,10,52.58,52.51
125,2020,17,53,5,AMD,10,52.58,52.5
125,2020,17,56,11,AMD,10,52.55,52.5
125,2020,17,56,40,AMD,10,52.58,52.5
125,2020,18,2,31,AMD,10,52.58,52.55
125,2020,18,3,1,AMD,10,52.56,52.55
125,2020,18,3,32,AMD,10,52.56,52.5
125,2020,18,6,17,AMD,10,52.58,52.5
125,2020,18,6,48,AMD,10,52.58,52.52
125,2020,18,9,3,AMD,10,52.58,52.53
125,2020,18,9,45,AMD,10,52.66,52.53
125,2020,18,10,37,NVDA,10,291.73,290.85
125,2020,18,12,42,NVDA,10,291.73,290.87
125,2020,18,19,5,MDGS,10,3.39,2.57
125,2020,18,19,17,NVDA,10,291.73,291.0
125,2020,18,25,19,NVDA,10,291.25,291.0
125,2020,18,25,41,NVDA,10,291.73,291.0
125,2020,18,28,37,AMD,10,52.59,52.53
125,2020,18,29,11,NVDA,10,291.73,291.07
125,2020,18,29,29,AMD,10,52.66,52.53
125,2020,18,32,25,AMD,10,52.63,52.53
125,2020,18,33,59,AMD,10,52.63,52.6
125,2020,18,35,19,AMD,10,52.63,52.53
125,2020,18,36,22,NVDA,10,291.73,291.1
125,2020,18,36,31,AMD,10,52.62,52.53
125,2020,18,36,51,AMD,10,52.63,52.53
125,2020,18,38,20,AMD,10,52.63,52.61
125,2020,18,39,9,AMD,10,52.63,52.62
125,2020,18,39,39,AMD,10,52.66,52.62
125,2020,18,42,11,NVDA,10,291.73,291.22
125,2020,18,42,24,NVDA,10,291.73,291.32
125,2020,18,42,36,NVDA,10,291.73,291.38
125,2020,18,42,42,NVDA,10,291.73,291.44
125,2020,18,42,51,NVDA,10,291.73,291.47
125,2020,18,43,13,AMD,10,52.63,52.62
125,2020,18,43,44,AMD,10,52.66,52.63
125,2020,18,43,56,NVDA,10,291.73,291.1
125,2020,18,44,36,AMD,10,52.63,52.62
125,2020,18,44,48,AMD,10,52.66,52.61
125,2020,18,45,27,NVDA,10,291.73,290.87
125,2020,18,45,58,NVDA,10,291.73,291.03
125,2020,18,48,1,NVDA,10,291.5,291.03
125,2020,18,48,41,AMD,10,52.66,52.6
125,2020,18,49,33,AMD,10,52.66,52.62
125,2020,18,49,52,AMD,10,52.66,52.63
125,2020,18,50,16,AMD,10,52.66,52.61
125,2020,18,50,45,AMD,10,52.66,52.62
125,2020,18,51,26,AMD,10,52.66,52.6
125,2020,18,51,35,NVDA,10,291.45,291.03
125,2020,18,52,26,NVDA,10,291.5,291.03
125,2020,18,53,6,AMD,10,52.66,52.62
125,2020,18,53,18,AMD,10,52.66,52.6
125,2020,18,54,0,NVDA,10,291.25,291.03
125,2020,18,54,20,NVDA,10,291.5,291.03
125,2020,18,54,30,NVDA,10,291.4,291.03
125,2020,18,54,39,AMD,10,52.69,52.6
125,2020,18,54,51,NVDA,10,291.35,291.03
125,2020,18,55,21,AMD,10,52.69,52.67
125,2020,18,55,32,AMD,10,52.68,52.67
125,2020,18,55,53,AMD,10,52.68,52.6
125,2020,18,56,34,AMD,10,52.68,52.65
125,2020,18,56,35,NVDA,10,291.4,291.03
125,2020,18,56,56,AMD,10,52.69,52.6
125,2020,18,57,5,AMD,10,52.7,52.68
125,2020,18,57,15,AMD,10,52.7,52.6
125,2020,18,59,28,AMD,10,52.72,52.6
125,2020,18,59,52,NVDA,10,291.25,291.03
125,2020,19,0,0,TUES,10,0.505,0.461
125,2020,19,0,2,NVDA,10,291.85,291.03
125,2020,19,0,9,MDGS,10,4.05,2.45
125,2020,19,0,11,TUES,10,0.61,0.455
125,2020,19,0,12,AMD,10,53.36,37.6
125,2020,19,0,13,NVDA,10,328.88,280.0
